Database Identifier,Institution,Mother Institution,State,Priority (1-4),"Type (Any Teaching 1, Pure Research 2, Government 3)",Divisions (Official Names separated by commas),"Private 1, Public 0, Mix 2, Unknown 3",COI,Year Founded,Students,Endowment (Millions),Operating Budget (Millions),Policy Different Between Schools? (Yes 1/No 0/Unknown 2),Link to the Policy?,Umbrella Policy
288,George Washington University ,,DC,4,1,"Columbian College of Arts and Sciences, School of Media and Public Affairs, School of Business, Elliott School of International Affairs, School of Public Health and Health Services, School of Engineering and Applied Sciences, George Washington University Graduate School of Political Management, Trachtenberg School of Public Policy and Public Administration, George Washington University Medical School, George Washington University Law School, Graduate School of Education & Human Development",1,1,1821,24531,1143,,,http://my.gwu.edu/files/policies/ConflictofInterestandcommitment.pdf,
289,Georgetown College ,,KY,2,1,,1,0,1829,1835,,,,,
290,Georgetown University ,,DC,1,1,,1,1,1789,16437,1010,,,policies.georgetown.edu/conflictofinterest/,compliance.georgetown.edu/codeofethicalconduct/honestyintegrity/conflictsinterest/
291,Georgia College & State University ,,GA,4,1,,0,1,1889,6249,,,,www.gcsu.edu/legal/docs/GCSU_Conflicts_Policy__Final_.pdf,
292,Georgia Gwinnett College ,,GA,4,1,,0,1,2005,6200,,,,http://www.ggc.edu/ggc-life/about-student-affairs/Docs/2010-2011-Student-Handbook.pdf,
293,Georgia Institute of Technology ,,GA,1,,"College of Architecture, College of Computing, College of Engineering, Ivan Allen College of Liberal Arts, College of Management, College of Sciences",0,1,1885,20487,1438,,2,"http://www.academic.gatech.edu/handbook/general_institute_policies/38.3_conflict_of_interest,_consulting,_and_disclosure.htm",
294,Georgia Southern University ,,GA,,1,,0,1,1906,19086,31.7,,,academics.georgiasouthern.edu/provost/handbook/Sec400_404.html,
295,Georgia Southwestern State University ,,GA,,1,"School of Computing and Mathematics, School of Nursing, School of Business Administration, College of Arts and Sciences, Rosalynn Carter Institute for Caregiving, School of Education",0,1,1906,3033,,,,http://gsw.edu/~activities/Judicial_Affairs/img/Appendix%20K--Student%20Grievance%20and%20Appeal%20Procedures%20for%20Non-Academic%20Issues.pdf,
296,Georgia State University ,,GA,,1,"    * Andrew Young School of Policy Studies, College of Arts and Sciences, College of Education, College of Health and Human Sciences, Georgia State University College of Law, J. Mack Robinson College of Business",0,1,1913,31533,87.4,,,www.gsu.edu/legal/36343.html,
297,Georgian Court University ,,NJ,,,,1,2,1908,3000,33,,,,
298,Gettysburg College ,,PA,2,1,,,,1832,2600,207,,,http://www.gettysburg.edu/about/offices/fa/financial_services/accounts_payable.dot,
299,Glenville State College ,,WV,,1,,0,1,1872,1505,,,,www.glenville.edu/docs/hr_Faculty_Manual_2010.pdf,
300,Global University ,,MO,,1,,1,0,,,,,,,
301,Goddard College ,,VT,,1,,1,0,1863,803,,,,,
302,Golden Gate Baptist Theological Seminary ,,CA,,,,1,0,,,,,,,
303,Golden Gate University ,,CA,,1,,1,1,1901,5300,49.7,,,www.ggu.edu/faculty/resources/policies/attachment/Policies+as+approved+by+Board.pdf,
304,Goldey-Beacom College ,,DE,,,,,,,,,,,,
305,Goldfarb School of Nursing at Barnes-Jewish College ,,MO,,,,,0,1902,,,,,,
306,Gonzaga University ,,WA,,1,,1,1,1887,7638,,,,http://www.gonzaga.edu/campus-resources/offices-and-services-a-z/Human-Resources/Personnel-Policies-and-Procedures-Manual/Appendix/Appendix-5.asp,
307,Goodwin College ,,CT,,1,,1,1,2004,,,,,www.goodwin.edu/NEASC_2010/Evidence_List.pdf,
309,Gordon College ,,MA,,1,,1,1,1889,1648,27.1,,,www.gordon.edu/download.cfm?id=1575 ,
308,Gordon College ,,GA,,1,,0,0,1852,5000,,,,,
310,Gordon-Conwell Theological Seminary ,,MA,,1,,1,0,1969,2134,,,,,
311,Goshen College ,,IN,,1,,1,0,1894,971,83.1,,,,
312,Goucher College ,,MD,,1,,1,1,1885,2375,149.4,,,www.goucher.edu/documents/Legal/Conflict%20of%20Interest%20Policy%2012%2001%2008.pdf,
313,Governors State University ,,IL,,,"College of Arts and Sciences, College of Business and Public Administration, College of Health and Human Services",0,0,1969,7775,,,,,
314,Grace Bible College ,,MI,,,,1,0,1945,173,0.4,,,,
315,Grace College & Seminary ,,IN,,,,1,0,1948,1308,8.38,,,,
316,Grace University ,,NE,,1,,1,0,1943,100,,,,,
317,Graceland University ,,IA,,1,,1,0,1895,2351,37.2,,,,
318,Graduate Institute of Applied Linguistics ,,TX,,1,,1,0,1998,120,,,,,
1291,Graduate School & University Center,,NY,,,,,,,,,,,http://www.cuny.edu/research/compliance/CUNY_Conflict_of_Interest_Policy_approved_June2008.doc,
319,Graduate Theological Union ,,CA,,1,,1,0,1962,1300,,,,,
320,Grambling State University ,,LA,,1,,0,0,1901,5000,118.9,,,,
321,Grand Canyon University ,,AZ,,1,,1,1,1949,25000,,,,http://www.gcu.edu/CON-Tuition-and-Financing/Consumer-Information/Student-Loan-Code-of-Conduct.php,
322,Grand Valley State University ,,MI,,1,"    * F.E. Seidman College of Business, College of Community and Public Services, Colelge of Education, College of Liveral Arts and Sciences, Seymour and Esther Padnos College of Engineering and Computing, College of Health Professions, Kirkhof College of Nursing, Brooks College of Interdisciplinary Studies",0,1,1960,24541,60.7,,,www.gvsu.edu/purchasing/conflict-of-interest-43.htm,
323,Grand View University ,,IA,,1,"Bachelors, Masters, College for Professional and Adult Learning",1,0,1896,2100,11.8,,,,
324,Granite State College ,,NH,,1,,0,1,1972,500,,,,http://granite.edu/financial_aid/nasfaa_statement_of_ethical_principles/,
325,Gratz College ,,PA,,1,,1,0,1895,,,,,,
326,Great Basin College ,,NV,,1,,0,0,1967,3436,,,,,
327,Great Lakes Christian College ,,MI,,1,,1,0,1949,260,,,,,
328,Green Mountain College ,,VT,,1,,1,0,1834,800,4,,,,
329,Greensboro College ,,NC,,1,,1,1,1838,1233,,,,www.greensborocollege.edu/staff/upload/staffhandbookJAN09.pdf,
330,Greenville College ,,IL,,1,,1,1,1892,1100,10.1,,,www.greenville.edu/.../Greenville_College_Student_Handbook_0910.pdf,
331,Grinnell College ,,IA,,1,"Departments, Center for Prairie Studies, Center for the Humanities, Center for International Studies, Noun Program in Women's Studies, Peace Studies Program, Rosenfield Public Affairs Program, and the Donald L. Wilson Program in Enterprise and Leadership",1,1,1846,1688,1260,,,http://www.grinnell.edu/files/downloads/Conflict%20of%20Interest%20policy-campus.pdf,
332,Grove City College ,,PA,,1,,1,0,1876,2500,90.1,,,,
770,Guayama Campus,,OH,,,,,,,,,,,,
333,Guilford College ,,NC,,1,,1,0,1837,134,2706,,,,
334,Gulf Coast Community College ,,FL,,1,,0,0,1957,5.3,6058,,,,
335,Gustavus Adolphus College ,,MN,,1,,1,1,1882,,83.9,,,https://gustavus.edu/facultybook/allcollegepolicies/#Anchor-Conflic-52357,
336,Gwynedd Mercy College ,,PA,,1,,1,1,1948,2647,,,,http://www.gmc.edu/admissions/financialaid/student-lending-code-of-conduct.html,
2396,H. Lee Moffitt Cancer Center & Research Institute,University of South Florida,FL,,"2,3",,0,2,1986,,,,,,
1401,Hamilton College ,,NY,,,,,,,,,,,http://www.hamilton.edu/human-resources/policies/conflicts-of-interest,
1402,Hamline University ,,MN,,,,,,,,,,,,
1403,Hampden-Sydney College ,,VA,,,,,,,,,,,,
1404,Hampshire College ,,MA,,,,,,,,,,,,
1405,Hampton University ,,VA,,,,,,,,,,,,
1406,Hannibal-Lagrange College ,,MO,,,,,,,,,,,,
1407,Hanover College ,,IN,,,,,,,,,,,,
1408,Hardin-Simmons University ,,TX,,,,,,,,,,,,
1409,Harding University ,,AR,,,,,,,,,,,,
1410,Harrington College of Design ,,IL,,,,,,,,,,,,
1411,Harris-Stowe State University ,,MO,,,,,,,,,,,,
2294,Harte Research Institute for Gulf of Mexico Studies,"Texas A&M University, Corpus Christi",TX,,"2,3",,0,0,2000,,,,,,
1412,Hartford Seminary ,,CT,,,,,,,,,,,,
1413,Hartwick College ,,NY,,,,,,,,,,,,
2295,Harvard Ukrainian Research Institute,Harvard University,MA,,2,,1,0,1973,,,,,,
1414,Harvard University ,,MA,1,,13 Different Divisions (,1,1,1636,21125,27400,,1,www.ogc.harvard.edu/documents/conflict_policy-senior_officials.doc,
2120,Harvard-Smithsonian Center for Astrophysics,,,1,2,,,,,,,,,,
2296,Harvard–Smithsonian Center for Astrophysics,"Smithsonian Institution, Harvard University",MA,,2,,1,0,1973,,,,,,
1293,Harvey Mudd College,,CA,1,,,1,,1955,738,193.9 million,,,http://www.hmc.edu/about/administrativeoffices/hr1/hmconly/StaffConflictofInterestPolicy.pdf,
1415,Haskell Indian Nations University ,,KS,,,,,,,,,,,,
2297,Haskins Laboratories,,CT,,2,,1,1,1935,,,,,www.haskins.yale.edu/intranet/Handbook.pdf,
1416,Hastings College ,,NE,,,,,,,,,,,,
2298,Hatfield Marine Science Center,Oregon State University,OR,,"2,3",,0,0,1965,,,,,,
2299,Hauptman-Woodward Medical Research Institute,Buffalo-Niagara Medical Campus,NY,,2,,1,0,1956,,,,,,
1417,Haverford College in Pennsylvania ,,PA,1,,,1,1,1833,1190,336.1,68.72,,http://www.haverford.edu/provost/faculty_resources/financial_conflict_of_interest_policy.php,
1418,Hawaii Pacific University ,,HI,,,,,,,,,,,,
1419,Hazelden Graduate School of Addiction Studies ,,MN,,,,,,,,,,,,
1420,Hebrew College ,,MA,,,,,,,,,,,,
1421,Hebrew Theological College ,,IL,,,,,,,,,,,,
1422,Hebrew Union College–Jewish Institute of Religion ,,CA/OH/NY,,,,,,,,,,,,
1423,Heidelberg College ,,OH,,,,,,,,,,,,
2300,Helen Wills Neuroscience Institute,"University of California, Berkeley",CA,,"2,3",,0,2,1999,,,,,,
1424,Hellenic College/Holy Cross Greek Orthodox School of Theology ,,MA,,,,,,,,,,,,
1425,Henderson State University ,,AR,,,,,,,,,,,,
1426,Hendrix College ,,AR,,,,,,,,,,,,
2301,Henry A. Wallace Beltsville Agricultural Research Center,USDA Agricultural Research Service,MD,,"2,3",,0,1,,,,,,http://www.ars.usda.gov/Business/docs.htm?docid=9255,
2302,Henry Foundation for Botanical Research,,PA,,2,,1,0,1948,,,,,,
2111,Henry J Kaiser Family Foundation ,,,1,2,,,,,,,,,,
1427,Heritage University ,,WA,,,,,,,,,,,,
1428,Herzing University ,,WI,,,,,,,,,,,,
1429,Hesser College ,,NH,,,,,,,,,,,,
2126,Hewlett Packard Labs ,Hewlett Packard,,1,2,,1,,,,,,,,http://www.hp.com/hpinfo/globalcitizenship/csr/sbcbrochure.pdf
1430,High Point University ,,NC,,,,,,,,,,,,
2303,Higher Education Research Institute,"University of California, Los Angeles",CA,,"2,3",,0,2,1996,,,,,,
1431,Hilbert College ,,NY,,,,,,,,,,,,
1432,Hillsdale College ,,MI,,,,,,,,,,,,
1433,Hiram College ,,OH,,,,,,,,,,,,
1434,Hobart and William Smith Colleges ,,NY,,,,,,,,,,,,
1435,Hobe Sound Bible College ,,FL,,,,,,,,,,,,
1436,Hodges University ,,FL,,,,,,,,,,,,
1437,Hofstra University ,,NY,,,,,,,,,,,,
1438,Hollins University ,,VA,,,,,,,,,,,,
1439,Holy Apostles College & Seminary ,,CT,,,,,,,,,,,,
1440,Holy Cross College ,,IN,,,,,,,,,,,,
1441,Holy Family University ,,PA,,,,,,,,,,,,
1442,Holy Names University ,,CA,,,,,,,,,,,,
2304,Honolulu Zoo,,,,,,,,,,,,,,
1443,Hood College ,,MD,,,,,,,,,,,,
1444,Hope College ,,MI,,,,,,,,,,,,
1445,Hope International University ,,CA,,,,,,,,,,,,
1446,Houghton College ,,NY,,,,,,,,,,,,
2305,House Ear Institute,,CA,,2,,1,2,1946,,,,,,
1447,Houston Baptist University ,,TX,,,,,,,,,,,,
2306,Howard Hughes Medical Institute,,MD,,2,,1,1,1953,,,,,www.hhmi.org/about/research/sc_200.pdf,
1448,Howard Payne University ,,TX,,,,,,,,,,,,
1449,Howard University ,,DC,2,,,,,,,,,,,
1450,Hult International Business School ,,MA,,,,,,,,,,,,
1451,Humboldt State University ,,CA,,,,,,,,,,,,
1452,Humphreys College ,,CA,,,,,,,,,,,,
1291,Hunter College,,NY,,,,,,,,,,,http://www.cuny.edu/research/compliance/CUNY_Conflict_of_Interest_Policy_approved_June2008.doc,
1453,Huntingdon College ,,AL,,,,,,,,,,,,
1454,Huntington University ,,IN,,,,,,,,,,,,
2307,Huntsman Cancer Institute,University of Utah,UT,,"2,3",,0,0,1995,,,,,,
1455,Husson University ,,ME,,,,,,,,,,,,
1456,Huston-Tillotson University ,,TX,,,,,,,,,,,,
2308,IBM New York Scientific Center,Defunct,,,,,,,,,,,,,
337,Idaho State University ,,ID,,1,"Undergraduate, Graduate, Medical School",0,1,1963,15553,17,,,www.isu.edu/policy/fs-handbook/appendix/app_g.pdf,
338,Iliff School of Theology ,,CO,,1,,1,0,1892,325,,,,,
339,Illinois College ,,IL,,1,,1,"1, financial aid",1829,1000,108.6,,,http://www.ic.edu/default.aspx?RelID=614157&issearch=conflict%20of%20interest,
340,Illinois College of Optometry ,,IL,,1,,1,0,1872,616,,,,,
341,Illinois Institute of Art–Chicago ,,IL,,1,,1,0,1916,3500,,,,,
342,Illinois Institute of Art–Schaumburg ,,IL,,1,,1,0,1916,3500,,,,,
343,Illinois Institute of Technology ,,IL,,1,"Armour College of Engineering, College of Science and Letters, College of Architecture, Chicago-Kent College of Law, Institute of Design, Institute of Psychology, School of Applied Technology, Stuart School of Business",1,1,1948,338.1,7707,,,www.iit.edu/general_counsel/policies/pdfs/policies_complete.pdf,
344,Illinois State University ,,IL,,1,,0,,1857,20857,60.6,,,policy.illinoisstate.edu/fiscal/7-1-1.shtml,policy.illinoisstate.edu/fiscal/7-1-1.shtml
345,Illinois Wesleyan University ,,IL,,1,"College of Liberal Arts, College of Fine Arts, School of Nursing",1,1,1850,2094,151.1,,,www.iwu.edu/finaid/loans/images/code_of_conduct.pdf,
346,Immaculata College ,,PA,,,"College of Undergraduate Studies, College of LifeLong Learning, College of Graduate Studies",1,0,1920,,,,,,
347,Indian River State College ,,FL,,,,0,0,1959,33000,,,,,
348,Indiana Institute of Technology ,,IN,,,"    * College of Business, College of Engineering and Computer Sciences, College of General Studies, College of Professional Studies",1,0,1930,4500,28.1,,,,
349,Indiana State University ,,IN,,,,0,1,1865,11494,75,,,www.indstate.edu/finaid/docs/code-of-conduct.pdf,http://www.indstate.edu/osp/Forms/Forms/Investigator Significant Financial Disclosure Policy.doc
360,Indiana University of Pennsylvania ,,PA,,1,"College of Education and Educational Technology, College of Fine Arts, College of Health and Human Services, School of Graduate Studies and Research, College of Humanities and Social Sciences, College of Natural Sciences and Mathematics, School of Continuing Education",0,1,1875,14673,34.1,,,www.iup.edu/page.aspx?id=8577 - 41k - 2010-03-24,
356,Indiana University System ,,IN,,1,,0,1,1820,109445,,,,researchadmin.iu.edu/COI/coi_home.html ,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml 
350,Indiana University–Bloomington ,,IN,,1,,0,1,1820,42464,1370,,2,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml,www.indiana.edu/~uhrs/policies/uwide/coi.htm
351,Indiana University–East ,,IN,,1,,0,1,1971,2459,0.3,,2,www.iue.edu/organizations/senate/documents/Policies/documents/ResponsibilitiesandPrivileges110215.docx ,
352,Indiana University–Kokomo ,,IN,,1,,0,1,1945,2447,7,,,www.iuk.edu/student_services/financial_aid/financial_aid_information%20/code_of_conduct.html ,
353,Indiana University–Northwest ,,IN,,1,,0,1,1963,5560,7.7,,researchadmin.iu.edu/COI/coi_home.html ,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml,
354,Indiana University–South Bend ,,IN,,1,,0,1,1916,8394,25.6,,,www.iusb.edu/~sbres/research/coi.htm,
355,Indiana University–Southeast ,,IN,,1,,0,1,1941,6840,14.8,,,http://www.ius.edu/AcadAffairs/conflictpolicy.cfm,
357,Indiana University/Purdue University at Columbus ,,IN,,1,"Division of Business, Division of Education, Division of Liberal Arts, Division of Technology, Division of Nursing, Division of Science, Division of University College, Purdue University College of Technology, Medical School",0,1,1970,2000,,,1,medicine.iu.edu/resources/conflict-of-interest-policy-at-iusm/,www.indiana.edu/~uhrs/policies/uwide/coi.htm
358,Indiana University/Purdue University at Fort Wayne ,,IN,,1,"College of Arts and Sciences, Richard T. Doermer School of Business, School of Education, College of Engineering, Technology, and Computer Science, College of Health and Human Services, College of Visual and Performing Arts, Division of Continuing Studies, Division of Labor Studies, Division of Public and Environmental Affairs",0,1,1964,14192,25,,1,http://www.purdue.edu/policies/pages/human_resources/c_39_print.html,
359,Indiana University/Purdue University at Indianapolis ,,IN,,1,"IU Herron School of Art and Design, IU Kelley School of Business, IU School of Dentistry, IU School of Education, IU School of Health and Rehabilitation Sciences, IU School of Informatics, IU School of Journalism, IU School of Law – Indianapolis, IU School of Liberal Arts, IU School of Library and Information Science, IU School of Medicine, IU School of Music, IU School of Nursing, IU School of Physical Education and Tourism Management, IU School of Public and Environmental Affairs, IU School of Social Work",0,1,1969,37461,601,,1,", www.iupui.edu/~fcouncil/documents/conflict_interest.htm , kelley.iupui.edu/faculty/conflict.cfm",innovate.indiana.edu/iurtc/policies/conflict-interest.shtml
361,Indiana Wesleyan University ,,IN,,1,,1,0,1920,15345,45,,,,
2107,Information Science Institute University of Southern California ,University of Southern California,,1,2,,,,,,,,,,
2309,Information Sciences Institute,University of Southern California,CA,,2,,1,1,1972,,,,,http://www2.isi.edu/services/isi-hr/hr/hr-other_resources/hr-isi_practices_and_procedures/hr-isi_practices_and_procedures_content.htm,
2310,Institute for Advanced Study,,NJ,,2,,1,1,1933,,,,,http://www.admin.ias.edu/policies/conflicts_of_interests.php,
2311,Institute for Advanced Technology in the Humanities,University of Virginia,VA,,2,,1,0,1992,,,,,,
2312,Institute for Astronomy,University of Hawaii,HI,,"2,3",,0,2,1967,,,,,,
362,Institute for Clinical Social Work ,,IL,,1,,1,1,1981,90,,,,www.icsw.edu/_resources/ICSW%20Student%20Manual%202010-2011.pdf,
2314,Institute for Computational and Experimental Research in Mathematics,Brown University,RI,,2,,1,0,2010,,,,,,
2315,Institute for Contemporary Studies,,CA,,2,,1,0,1974,,,,,,
2316,Institute for Defense Analyses,,VA,,"2,3",,0,2,1956,,,,,,
2319,Institute for Global Innovation Management,Northeastern University,MA,,2,,1,0,2002,,,,,,
2320,"Institute for Law, Science and Global Security",Georgetown University,"Washington, D.C.",,2,,1,0,2009,,,,,,
2321,Institute for Mathematics and its Applications,University of Minnesota,MN,,"2,3",,0,1,1982,,,,,,www.policy.umn.edu/Policies/Operations/Compliance/CONFLICTINTEREST.html 
2322,Institute for Pure and Applied Mathematics,University of California Los Angeles,CA,,"2,3",,0,0,2000,,,,,,
2323,Institute for Social and Economic Research and Policy,Columbia University,NY,,2,,1,0,2001,,,,,,
2324,Institute for Systems Biology,,WA,,2,,1,2,2000,,,,,,
363,Institute for the Psychological Sciences ,,VA,,,,1,0,1997,32,,,,,
2325,Institute for Women's Policy Research,,"Washington, D.C.",,2,,1,0,1987,,,,,,
2326,Institute of Advanced Scientific Research,,CA,,2,,1,2,,,,,,,
364,Institute of American Indian and Alaska Native Culture and Arts Development ,,NM,,1,,1,0,1962,250,,,,,
2327,Institute of Arctic Biology,,AK,,"2,3",,0,0,1963,,,,,,
2328,Institute of Bill of Rights Law,William and Mary Law,VA,,2,,1,1,1982,,,,,,http://www.wm.edu/about/administration/senioradmin/adminoffice/conflictofinterest/index.php
2329,Institute of Biosciences and Technology,Texas A&M Health Science Center,TX,,"2,3",,0,1,1986,,,,,www.tamhsc.edu/facultystaff/rules/conflicts-of-commitment-and-interest-appendix-guidelines.pdf,
2330,Institute of International Finance,,"Washington, D.C.",,2,,1,0,1983,,,,,,
2331,Institute of Marine and Coastal Sciences,Rutgers University,NJ,,"2,3",,0,0,1993,,,,,,
2435,Institute of Noetic Sciences,,,,,,,,,,,,,,
1909,Institute of Technology at Utica/Rome,,NY,,,,,,,,,,,,
365,Institute of Textile Technology ,,VA,,2,,1,,,,,,,,
366,Institute of Transpersonal Psychology ,,CA,,1,,1,1,1975,,,,,www.itp.edu/academics/pdf/ITP_2007_08_catalog.pdf,
2332,Institute of Transportation Studies,"University of California, Berkeley",CA,,"2,3",,0,2,1948,,,,,,researchcoi.berkeley.edu/
367,Institute of World Politics ,,DC,,1,,1,,1990,,,,,,
2333,Integrated Media Systems Center,University of Southern California,CA,,2,,1,2,1996,,,,,,
368,Interdenominational Theological Center ,,GA,,,,1,,1958,,,,,,
2334,International Arctic Research Center,"University of Alaska, Fairbanks",AK,,"2,3",,0,0,1999,,,,,,
2088,International Development Research Centre ,,Canada,1,2,,,,,,,,,,
2335,International Food Policy Research Institute,,"Washington, D.C.",,2,,1,0,1975,,,,,,
2336,International Forestry Resources and Institutions,"University of Michigan, Indiana University, various international organizations",MI,,"2,3",,0,2,1992,,,,,,
2337,International Institute for General Systems Studies,,PA,,2,,1,0,1994,,,,,,
2158,Internet2 ,,,1,2,,,,,,,,,,
369,Iona College ,,NY,,1,,1,1,1940,4000,41.2,,,www.iona.edu/ombuds/policies/whistleBlower.cfm,
370,Iowa State University ,,IA,,1,,0,1,1858,28682,452.2,,,www.provost.iastate.edu/COI/ ,
371,Iowa Wesleyan College ,,IA,,1,,1,0,1842,850,,,,,
372,Irell & Manella Graduate School of Biological Sciences ,,CA,,1,,1,1,1994,80,,,,http://www.cityofhope.org/education/cme/policies-forms/Documents/COI 2011.doc,
373,Ithaca College ,,NY,,1,,1,1,1892,6448,186,,,www.ithaca.edu/attorney/policies/vol1/Volume_1-10303.htm,
2338,J. Craig Venter Institute,,MD,,2,,1,0,2006,,,,,,
2339,J. David Gladstone Institutes,,CA,,2,,1,0,1979,,,,,,
2340,Jackson Laboratory,,ME,,2,,1,1,1929,,,,,unavailable online,
